iteration,position,value
115,87,0.49653
115,93,0.49523
115,99,0.46701
115,105,0.47656
115,111,0.46831
115,117,0.48438
115,123,0.49566
115,127,0.51041
118,3,0.58637
118,9,0.54253
118,15,0.5026
118,21,0.49913
118,27,0.38281
118,33,0.34635
118,39,0.41189
118,45,0.45269
118,51,0.44835
118,57,0.46832
118,63,0.47569
118,69,0.46962
118,75,0.45356
118,81,0.42491
118,87,0.41884
118,93,0.39019
118,99,0.37196
118,105,0.34245
118,111,0.36632
118,117,0.38976
118,123,0.46181
118,127,0.45573
121,3,0.60503
121,9,0.55946
121,15,0.46267
121,21,0.45139
121,27,0.36241
121,33,0.38976
121,39,0.39149
121,45,0.38542
121,51,0.39714
121,57,0.4158
121,63,0.41493
121,69,0.44618
121,75,0.4579
121,81,0.44575
121,87,0.43793
121,93,0.38368
121,99,0.34766
121,105,0.31554
121,111,0.3125
121,117,0.29123
121,123,0.30382
121,127,0.32292
124,3,0.55339
124,9,0.52734
124,15,0.35113
124,21,0.30773
124,27,0.29948
124,33,0.31293
124,39,0.32205
124,45,0.32682
124,51,0.3546
124,57,0.3711
124,63,0.38238
124,69,0.39063
124,75,0.38759
124,81,0.41102
124,87,0.40842
124,93,0.43533
124,99,0.45312
124,105,0.46919
124,111,0.47483
124,117,0.46832
124,123,0.47656
124,127,0.48307
127,3,0.50477
127,9,0.50998
127,15,0.37153
127,21,0.36719
127,27,0.34766
127,33,0.32596
127,39,0.33507
127,45,0.35026
127,51,0.3737
127,57,0.38889
127,63,0.42014
127,69,0.46137
127,75,0.46398
127,81,0.49392
127,87,0.52604
127,93,0.50304
127,99,0.4809
127,105,0.4197
127,111,0.41189
127,117,0.38802
127,123,0.39583
127,127,0.40235
130,3,0.55512
130,9,0.55642
130,15,0.41102
130,21,0.36328
130,27,0.35373
130,33,0.38542
130,39,0.3967
130,45,0.40278
130,51,0.40408
130,57,0.38932
130,63,0.37153
130,69,0.35851
130,75,0.3546
130,81,0.33247
130,87,0.33681
130,93,0.31771
130,99,0.32075
130,105,0.33897
130,111,0.37804
130,117,0.42839
130,123,0.46962
130,127,0.46615
133,3,0.55035
133,9,0.55556
133,15,0.43533
133,21,0.3954
133,27,0.40538
133,33,0.39149
133,39,0.38368
133,45,0.41319
133,51,0.38194
133,57,0.38151
133,63,0.38108
133,69,0.36632
133,75,0.39627
133,81,0.39714
133,87,0.37891
133,93,0.35807
133,99,0.31988
133,105,0.30295
133,111,0.28342
133,117,0.27604
133,123,0.25564
133,127,0.25521
136,3,0.5625
136,9,0.54991
136,15,0.42361
136,21,0.38325
136,27,0.37196
136,33,0.4171
136,39,0.40799
136,45,0.41623
136,51,0.42318
136,57,0.42448
136,63,0.45703
136,69,0.45399
136,75,0.45009
136,81,0.45052
136,87,0.46137
136,93,0.45877
136,99,0.43837
136,105,0.39714
136,111,0.37847
136,117,0.3559
136,123,0.31293
136,127,0.28776
139,3,0.523
139,9,0.52691
139,15,0.42448
139,21,0.33767
139,27,0.32899
139,33,0.32422
139,39,0.35504
139,45,0.41016
139,51,0.44748
139,57,0.45096
139,63,0.47179
139,69,0.43923
139,75,0.4184
139,81,0.40191
139,87,0.37674
139,93,0.34766
139,99,0.30165
139,105,0.30469
139,111,0.28385
139,117,0.29253
139,123,0.2934
139,127,0.30599
142,3,0.61285
142,9,0.5625
142,15,0.42925
142,21,0.34896
142,27,0.34028
142,33,0.36936
142,39,0.36372
142,45,0.352
142,51,0.34071
142,57,0.37283
142,63,0.36372
142,69,0.39019
142,75,0.38889
142,81,0.39323
142,87,0.37717
142,93,0.40104
142,99,0.37153
142,105,0.3776
142,111,0.36762
142,117,0.35026
142,123,0.34418
142,127,0.35937
145,3,0.47092
145,9,0.49349
145,15,0.43403
145,21,0.34549
145,27,0.30382
145,33,0.29905
145,39,0.31771
145,45,0.31467
145,51,0.28776
145,57,0.29167
145,63,0.30165
145,69,0.32856
145,75,0.36372
145,81,0.38455
145,87,0.40929
145,93,0.41363
145,99,0.42361
145,105,0.40191
145,111,0.3928
145,117,0.39497
145,123,0.41233
145,127,0.41927
148,3,0.48872
148,9,0.53169
148,15,0.42187
148,21,0.3737
148,27,0.35243
148,33,0.31814
148,39,0.33203
148,45,0.34896
148,51,0.35417
148,57,0.38108
148,63,0.42535
148,69,0.44618
148,75,0.44792
148,81,0.47179
148,87,0.45443
148,93,0.43359
148,99,0.4197
148,105,0.41667
148,111,0.41406
148,117,0.43663
148,123,0.45313
148,127,0.48958
151,3,0.4566
151,9,0.41623
151,15,0.398
151,21,0.33681
151,27,0.35373
151,33,0.30599
151,39,0.29818
151,45,0.30165
151,51,0.29601
151,57,0.30339
151,63,0.31901
151,69,0.33377
151,75,0.35373
151,81,0.38976
151,87,0.41667
151,93,0.41884
151,99,0.42708
151,105,0.45139
151,111,0.44705
151,117,0.4362
151,123,0.42665
151,127,0.42839
154,3,0.45573
154,9,0.45877
154,15,0.42752
154,21,0.38455
154,27,0.375
154,33,0.32248
154,39,0.33507
154,45,0.31858
154,51,0.35113
154,57,0.39019
154,63,0.38802
154,69,0.38932
154,75,0.37109
154,81,0.37413
154,87,0.36111
154,93,0.36241
154,99,0.36328
154,105,0.35156
154,111,0.34071
154,117,0.36024
154,123,0.3546
154,127,0.38802
157,3,0.38498
157,9,0.32118
157,15,0.35113
157,21,0.36155
157,27,0.32075
157,33,0.31988
157,39,0.29644
157,45,0.32205
157,51,0.33637
157,57,0.36068
157,63,0.38715
157,69,0.37674
157,75,0.36762
157,81,0.37023
157,87,0.36111
157,93,0.37109
157,99,0.36849
157,105,0.37457
157,111,0.36806
157,117,0.36589
157,123,0.37283
157,127,0.36068
160,3,0.59983
160,9,0.53516
160,15,0.43316
160,21,0.40278
160,27,0.37326
160,33,0.31857
160,39,0.34852
160,45,0.38672
160,51,0.3763
160,57,0.37543
160,63,0.37978
160,69,0.3559
160,75,0.375
160,81,0.36111
160,87,0.3533
160,93,0.35243
160,99,0.34679
160,105,0.35764
160,111,0.34896
160,117,0.36545
160,123,0.38151
160,127,0.36849
163,3,0.5612
163,9,0.52474
163,15,0.41884
163,21,0.33377
163,27,0.30339
163,33,0.31814
163,39,0.34549
163,45,0.3941
163,51,0.36806
163,57,0.32595
163,63,0.29514
163,69,0.30122
163,75,0.28733
163,81,0.28255
163,87,0.27648
163,93,0.29731
163,99,0.3316
163,105,0.36285
163,111,0.37543
163,117,0.39497
163,123,0.40191
163,127,0.40365
166,3,0.5651
166,9,0.49957
166,15,0.42231
166,21,0.32856
166,27,0.33377
166,33,0.29991
166,39,0.3507
166,45,0.40972
166,51,0.39149
166,57,0.35851
166,63,0.35894
166,69,0.32856
166,75,0.34635
166,81,0.34983
166,87,0.36068
166,93,0.3559
166,99,0.33681
166,105,0.32812
166,111,0.35851
166,117,0.35764
166,123,0.3954
